0,1,2,3
0.011334652253352572,0.0109896188356632,0.011554278280272948,0.006921961936632069
0.010919002369850538,0.011446492870054253,0.01193152116938183,0.006869128477717295
0.011327679757240432,0.011109894018590416,0.011870734310901573,0.006947344206550277
0.011258076534676855,0.011175107858588652,0.011763386070863644,0.00666028497891948
0.011483880507193551,0.010874158588109256,0.011708516349295034,0.006698974719980917
0.011878746536062197,0.010883148450669768,0.011559608801201215,0.00645763865333912
0.012204822897439623,0.010801473357167232,0.01162825064810281,0.006462891301062108
0.01314105597078804,0.010770383420298527,0.011678326724606036,0.006554074664513274
0.013773793986414495,0.01108627687014555,0.011965851416721816,0.00661812789033821
0.014875398687894788,0.011300782376217178,0.012328404476932737,0.00687701706501885
0.015595813243029366,0.011679112239921026,0.01261969263551503,0.006880297968957191
0.01629197640687526,0.011744828212864296,0.012956438015892826,0.007040868736819595
0.016959730662934994,0.011995589435870245,0.01311995042448281,0.006990405512938928
0.017303827902338618,0.012580288294061092,0.013560823057420401,0.007096383165447181
0.018178988057060298,0.013532877070430938,0.014078933211685327,0.007241164740534204
0.018601828095315805,0.015023700781862184,0.01482840583956988,0.007375658581316765
0.01952628320407278,0.01631372232500592,0.01556288489260169,0.0077205555034302285
0.02007644594399027,0.01765721385482043,0.016068545634650287,0.007795641679734606
0.020478840667809056,0.01818560126176161,0.016430314315455743,0.007984095524417874
0.020896893508358674,0.018463843170621348,0.016523140916686697,0.007981148537344973
0.021110626311209434,0.018621405512285406,0.016955665520039395,0.008105151430124842
0.021924600088967804,0.01888559768173443,0.017352950889059963,0.008364811181373747
0.02232093850684878,0.019452131952332367,0.01786714742082708,0.008493842983659445
0.02326466592229215,0.020008649161779957,0.01849904456909121,0.00889230260362735
0.0242177621583098,0.02078885708521535,0.019100025902630925,0.009118395407022391
0.025002089272108875,0.021172286234899876,0.019772334005090424,0.009556845243626984
0.026030062719465463,0.021682309712547424,0.020213661937118082,0.009819412072312522
0.026654749690501776,0.022218421071803725,0.020824426235522466,0.010106612507759193
0.02795578773259526,0.02280387827425203,0.02140425286326497,0.010516655106845144
0.028907805800037212,0.0236487732484903,0.02211828779231382,0.01086272218771838
0.03034711027227026,0.024419505712768713,0.02294875791676716,0.011500989363770402
0.031621587534746046,0.025822392751352948,0.023868045483532555,0.012043222436699832
0.03295876242071083,0.02739922838392634,0.025188592704393994,0.01292163680426775
0.03441764026130863,0.02921270530489801,0.026369602938164694,0.013724906659149666
0.03498127479548368,0.030569029632133572,0.027517322258814474,0.014418047125382234
0.03510192772619335,0.030947780470533908,0.027818670044029964,0.014786023404919444
0.033610187616779814,0.030580491439636943,0.027410471476902194,0.01435975338376359
0.03198611693792909,0.029106634930245456,0.026406951991170886,0.013838319566512687
0.0300295811884955,0.027590234447482636,0.024847475197123024,0.012914252599589246
0.027841508910593196,0.025494537281035706,0.023158394851967638,0.012172636494152246
0.02632531866071853,0.023859043408836895,0.021340878555949933,0.01140179268541558
0.02459832482785352,0.022528899130034263,0.020137935092591392,0.010792835618715194
0.02387049236549204,0.021346508485038492,0.01913778287797492,0.01040090100455537
0.022513918663032793,0.020391471811470767,0.018359484563538416,0.00979085957850902
0.021721966480531745,0.01924424499125593,0.017707958585885374,0.009517375898622728
0.020839201280776817,0.018774583681369875,0.01704751825623576,0.008975820129600569
0.020037099974428037,0.018107886094033104,0.016684669146605206,0.008752871214608353
0.019718342515810533,0.017549862077199378,0.01612953840880011,0.008444413188083094
0.018686146608925775,0.016941004014980724,0.015754522930711768,0.008088258001039808
0.01848369900221339,0.016142648013929877,0.015125021617278958,0.00787185966278471
0.01709342983261354,0.01564158052591799,0.014347597712765113,0.007252400265860805
0.01583127434489757,0.013787798290319056,0.013076386360456778,0.006717732801888187
0.013256048543747794,0.01167562615489616,0.010971489772022159,0.005417103005963471
0.011071034863458172,0.009343383306590755,0.00935340807266684,0.004578195195373068
0.009888475961589099,0.008246002132510356,0.008115513823516326,0.003924743355547773
0.009120541334545958,0.008045593031251257,0.007962741671834635,0.0037634304729404788
0.009898755526629159,0.008457968297885908,0.008392638461764995,0.004221298959577013
0.011053342936606392,0.010430671206857318,0.009734673793651859,0.004949729813996561
0.014302830552799364,0.01328919899083199,0.012113349485776519,0.006912513827624668
0.01746677024672752,0.017205766690856175,0.013984473505539418,0.008663176574966406
0.019075299403904546,0.019159263531902594,0.015239339921343706,0.01016491785556185
